localId,TalkerId,Type,SubType,IsSender,CreateTime,Status,StrContent,StrTime,Remark,NickName,Sender
109987,172,1,0,0,1730122063,,我差我导师人情,2024-10-28 21:27:43,🌲,梁庆林,wxid_7gipedh8nrbm22
109988,172,1,0,0,1730122072,,可能会跟他读吧,2024-10-28 21:27:52,🌲,梁庆林,wxid_7gipedh8nrbm22
109989,172,1,0,0,1730122089,,不过我也有点想出去,2024-10-28 21:28:09,🌲,梁庆林,wxid_7gipedh8nrbm22
109990,172,1,0,0,1730122112,,但是申请很麻烦 并且后续不确定性也很大,2024-10-28 21:28:32,🌲,梁庆林,wxid_7gipedh8nrbm22
109991,172,1,0,1,1730122285,,为啥差导师人情呀,2024-10-28 21:31:25,exiled,exiled,wxid_jkhetex8lgjx22
109992,172,1,0,1,1730122293,,你导师也很好呀,2024-10-28 21:31:33,exiled,exiled,wxid_jkhetex8lgjx22
109993,172,1,0,0,1730122300,,机密🤫,2024-10-28 21:31:40,🌲,梁庆林,wxid_7gipedh8nrbm22
109994,172,1,0,0,1730122322,,导师人挺好的,2024-10-28 21:32:02,🌲,梁庆林,wxid_7gipedh8nrbm22
109995,172,1,0,0,1730122369,,学术也做得不错 处于井喷状态（不是评价 客观来讲,2024-10-28 21:32:49,🌲,梁庆林,wxid_7gipedh8nrbm22
109996,172,1,0,0,1730122397,,但是 嗯 反正 还有很多其他要考虑的因素吧,2024-10-28 21:33:17,🌲,梁庆林,wxid_7gipedh8nrbm22
109997,172,1,0,1,1730122423,,嗯嗯,2024-10-28 21:33:43,exiled,exiled,wxid_jkhetex8lgjx22
109998,172,1,0,1,1730122431,,那也该早点考虑啦,2024-10-28 21:33:51,exiled,exiled,wxid_jkhetex8lgjx22
109999,172,1,0,0,1730122441,,的确昂,2024-10-28 21:34:01,🌲,梁庆林,wxid_7gipedh8nrbm22
110000,172,1,0,1,1730122454,,哦对 我导是张老师丈夫,2024-10-28 21:34:14,exiled,exiled,wxid_jkhetex8lgjx22
110001,172,1,0,1,1730122479,,你知道张老师老公也是商学院的不,2024-10-28 21:34:39,exiled,exiled,wxid_jkhetex8lgjx22
110002,172,1,0,0,1730122517,,知道,2024-10-28 21:35:17,🌲,梁庆林,wxid_7gipedh8nrbm22
110003,172,1,0,0,1730122534,,吃瓜可是在行的,2024-10-28 21:35:34,🌲,梁庆林,wxid_7gipedh8nrbm22
110004,172,1,0,0,1730122544,,（我听别人说过hhh,2024-10-28 21:35:44,🌲,梁庆林,wxid_7gipedh8nrbm22
110005,172,1,0,1,1730122545,,xs,2024-10-28 21:35:45,exiled,exiled,wxid_jkhetex8lgjx22
110006,172,1,0,1,1730122554,,我们开组会就是在张老师办公室,2024-10-28 21:35:54,exiled,exiled,wxid_jkhetex8lgjx22
110007,172,1,0,0,1730122562,,她们合写了很多论文吧,2024-10-28 21:36:02,🌲,梁庆林,wxid_7gipedh8nrbm22
110008,172,1,0,1,1730122686,,是呀,2024-10-28 21:38:06,exiled,exiled,wxid_jkhetex8lgjx22
110009,172,1,0,1,1730122693,,合作n年,2024-10-28 21:38:13,exiled,exiled,wxid_jkhetex8lgjx22
110010,172,1,0,1,1730122702,,我刚来就跟我室友在研究,2024-10-28 21:38:22,exiled,exiled,wxid_jkhetex8lgjx22
110011,172,1,0,1,1730122708,,怀疑他俩是夫妻,2024-10-28 21:38:28,exiled,exiled,wxid_jkhetex8lgjx22
110012,172,1,0,1,1730122734,,结果第一次去开组会就看到办公室上的钟,2024-10-28 21:38:54,exiled,exiled,wxid_jkhetex8lgjx22
110013,172,1,0,1,1730122742,,上面是他们一家三口的照片,2024-10-28 21:39:02,exiled,exiled,wxid_jkhetex8lgjx22
110014,172,49,57,0,1730122751,,,2024-10-28 21:39:11,🌲,梁庆林,wxid_7gipedh8nrbm22
110015,172,49,57,0,1730122759,,,2024-10-28 21:39:19,🌲,梁庆林,wxid_7gipedh8nrbm22
110016,172,1,0,0,1730122764,,真幸福！！！,2024-10-28 21:39:24,🌲,梁庆林,wxid_7gipedh8nrbm22
110017,172,1,0,1,1730122848,,是呀 我们都一致觉得他俩人都很好 生活又美满,2024-10-28 21:40:48,exiled,exiled,wxid_jkhetex8lgjx22
110043,172,1,0,0,1730184659,,可以帮我问一下你室友 今天是不是五点半上课嘛,2024-10-29 14:50:59,🌲,梁庆林,wxid_7gipedh8nrbm22
110044,172,47,0,0,1730184661,,"<msg><emoji fromusername=""wxid_7gipedh8nrbm22"" tousername=""wxid_jkhetex8lgjx22"" type=""2"" idbuffer=""media:0_0"" md5=""446dd4b90df7565bd5a993c35597c871"" len=""894795"" productid="""" androidmd5=""446dd4b90df7565bd5a993c35597c871"" androidlen=""894795"" s60v3md5=""446dd4b90df7565bd5a993c35597c871"" s60v3len=""894795"" s60v5md5=""446dd4b90df7565bd5a993c35597c871"" s60v5len=""894795"" cdnurl=""http://vweixinf.tc.qq.com/110/20401/stodownload?m=446dd4b90df7565bd5a993c35597c871&amp;filekey=30440201010430302e02016e0402535a0420343436646434623930646637353635626435613939336333353539376338373102030da74b040d00000004627466730000000132&amp;hy=SZ&amp;storeid=26392b4fd0006f2b9011595340000006e01004fb1535a1039c910b0221be3d&amp;ef=1&amp;bizid=1022"" designerid="""" thumburl="""" encrypturl=""http://vweixinf.tc.qq.com/110/20402/stodownload?m=f8ba10b6aa9b514b7d53c8db5021f652&amp;filekey=30440201010430302e02016e0402535a0420663862613130623661613962353134623764353363386462353032316636353202030da750040d00000004627466730000000132&amp;hy=SZ&amp;storeid=26392b4fd00088b34011595340000006e02004fb2535a1039c910b0221be7a&amp;ef=2&amp;bizid=1022"" aeskey=""25f9d7b335a147d9b83a37b474c7dc63"" externurl=""http://vweixinf.tc.qq.com/110/20403/stodownload?m=f4a6be226e6dcdd64f9a2aa6856799d8&amp;filekey=30440201010430302e02016e0402535a042066346136626532323665366463646436346639613261613638353637393964380203014e10040d00000004627466730000000132&amp;hy=SZ&amp;storeid=26392b4fd000a0946011595340000006e03004fb3535a1039c910b0221bea6&amp;ef=3&amp;bizid=1022"" externmd5=""d79a620481c23204894f46e741a921f6"" width=""250"" height=""200"" tpurl="""" tpauthkey="""" attachedtext="""" attachedtextcolor="""" lensid="""" emojiattr="""" linkid="""" desc=""""></emoji><gameext type=""0"" content=""0""></gameext></msg>",2024-10-29 14:51:01,🌲,梁庆林,wxid_7gipedh8nrbm22
110049,172,1,0,0,1730187052,,我问到了,2024-10-29 15:30:52,🌲,梁庆林,wxid_7gipedh8nrbm22
110051,172,1,0,1,1730187938,,sry,2024-10-29 15:45:38,exiled,exiled,wxid_jkhetex8lgjx22
110052,172,1,0,1,1730187954,,刚一直在跟我导聊,2024-10-29 15:45:54,exiled,exiled,wxid_jkhetex8lgjx22
110053,172,1,0,1,1730187963,,所以今天是五点半上课不,2024-10-29 15:46:03,exiled,exiled,wxid_jkhetex8lgjx22
110054,172,1,0,0,1730187974,,好像是,2024-10-29 15:46:14,🌲,梁庆林,wxid_7gipedh8nrbm22
110055,172,1,0,1,1730187994,,咋这么早呀,2024-10-29 15:46:34,exiled,exiled,wxid_jkhetex8lgjx22
110056,172,1,0,0,1730188013,,因为老师说她不到车,2024-10-29 15:46:53,🌲,梁庆林,wxid_7gipedh8nrbm22
110057,172,1,0,0,1730188014,,上次,2024-10-29 15:46:54,🌲,梁庆林,wxid_7gipedh8nrbm22
110058,172,1,0,1,1730188021,,[发呆],2024-10-29 15:47:01,exiled,exiled,wxid_jkhetex8lgjx22
110059,172,1,0,1,1730188032,,就该叫我导去接,2024-10-29 15:47:12,exiled,exiled,wxid_jkhetex8lgjx22
110060,172,1,0,1,1730188037,,咋还自己打车啊,2024-10-29 15:47:17,exiled,exiled,wxid_jkhetex8lgjx22
110061,172,1,0,0,1730188049,,hhh不是 是来浦口打不到车,2024-10-29 15:47:29,🌲,梁庆林,wxid_7gipedh8nrbm22
110062,172,1,0,0,1730188072,,太堵了 下班高峰,2024-10-29 15:47:52,🌲,梁庆林,wxid_7gipedh8nrbm22
110063,172,1,0,0,1730188085,,也有一部分原因是 上周是阴天,2024-10-29 15:48:05,🌲,梁庆林,wxid_7gipedh8nrbm22
110064,172,1,0,1,1730188134,,哦哦好吧,2024-10-29 15:48:54,exiled,exiled,wxid_jkhetex8lgjx22
110065,172,1,0,1,1730188145,,那我回来就得赶快吃饭,2024-10-29 15:49:05,exiled,exiled,wxid_jkhetex8lgjx22
110066,172,1,0,1,1730188150,,不然还真赶不上,2024-10-29 15:49:10,exiled,exiled,wxid_jkhetex8lgjx22
110067,172,1,0,1,1730188158,,恶补计量,2024-10-29 15:49:18,exiled,exiled,wxid_jkhetex8lgjx22
110068,172,1,0,1,1730188163,,[裂开],2024-10-29 15:49:23,exiled,exiled,wxid_jkhetex8lgjx22
110069,172,1,0,1,1730188186,,我听说这课是初中级向高级过渡,2024-10-29 15:49:46,exiled,exiled,wxid_jkhetex8lgjx22
110070,172,1,0,1,1730188202,,这个难度对非经济的也ok嘛,2024-10-29 15:50:02,exiled,exiled,wxid_jkhetex8lgjx22
110071,172,1,0,0,1730188212,,我感觉还好,2024-10-29 15:50:12,🌲,梁庆林,wxid_7gipedh8nrbm22
110072,172,1,0,0,1730188225,,因为我学过中级的,2024-10-29 15:50:25,🌲,梁庆林,wxid_7gipedh8nrbm22
110073,172,1,0,1,1730188246,,会计要学中级啊,2024-10-29 15:50:46,exiled,exiled,wxid_jkhetex8lgjx22
110074,172,1,0,0,1730188249,,但是矩阵推导我不太能行,2024-10-29 15:50:49,🌲,梁庆林,wxid_7gipedh8nrbm22
110075,172,1,0,1,1730188254,,那你们本科培养挺好吧,2024-10-29 15:50:54,exiled,exiled,wxid_jkhetex8lgjx22
110076,172,1,0,0,1730188284,,因为我们当时数学没有学（？,2024-10-29 15:51:24,🌲,梁庆林,wxid_7gipedh8nrbm22
110077,172,49,57,0,1730188314,,,2024-10-29 15:51:54,🌲,梁庆林,wxid_7gipedh8nrbm22
110078,172,1,0,1,1730188321,,矩阵本来就是高级的内容呀,2024-10-29 15:52:01,exiled,exiled,wxid_jkhetex8lgjx22
110079,172,1,0,1,1730188329,,那你们可以的,2024-10-29 15:52:09,exiled,exiled,wxid_jkhetex8lgjx22
110080,172,1,0,1,1730188383,,那你们跟我们培养有啥区别,2024-10-29 15:53:03,exiled,exiled,wxid_jkhetex8lgjx22
110081,172,1,0,1,1730188389,,我们上的你们也要上,2024-10-29 15:53:09,exiled,exiled,wxid_jkhetex8lgjx22
110082,172,1,0,0,1730188395,,也不是 ,2024-10-29 15:53:15,🌲,梁庆林,wxid_7gipedh8nrbm22
110083,172,1,0,0,1730188402,,有机会再说,2024-10-29 15:53:22,🌲,梁庆林,wxid_7gipedh8nrbm22
110084,172,1,0,0,1730188409,,我先写我的中期,2024-10-29 15:53:29,🌲,梁庆林,wxid_7gipedh8nrbm22
